permalink,category_list,country_code,funding_round_type,raised_amount_usd
nommunity,Fitness,USA,seed,25000.0
nomorerack,E-Commerce,USA,venture,12000000.0
nomorerack,E-Commerce,USA,venture,40000000.0
nomos-software,Developer APIs,IRL,venture,661500.0
nonabox,Babies,ESP,angel,644490.0
nonabox,Babies,ESP,seed,53968.0
nonda,E-Commerce,USA,angel,1000000.0
nonda,E-Commerce,USA,angel,2000000.0
noninvasive-medical-technologies,Biotechnology,USA,venture,6258682.0
nonius-2,Hospitality,PRT,venture,1390794.0
nono,Biotechnology,CAN,private_equity,9776044.0
nonprofiteasy,Event Management,USA,venture,1000000.0
nonstop-games,Consumers,SGP,seed,2900000.0
nonwotecc-medical,Health Care,DEU,venture,10097500.0
noodle-play,Food Processing,IND,angel,16000.0
noodls,Media,ITA,venture,1264400.0
nook-media,Mobile,USA,private_equity,89500000.0
nook-media,Mobile,USA,private_equity,300000000.0
nook-sleep-systems,Manufacturing,USA,venture,501000.0
nooked,E-Commerce,IRL,seed,1557400.0
noom,Android,USA,venture,2612517.0
noom,Android,USA,seed,2596744.0
noom,Android,USA,venture,7000000.0
noom,Android,USA,venture,16149899.0
noomeo,Software,FRA,venture,908000.0
noomeo,Software,FRA,venture,309000.0
noomeo,Software,FRA,venture,409000.0
noonswoon,Consumers,THA,seed,400000.0
noosh,Software,USA,venture,50700000.0
noosh,Software,USA,venture,3624900.0
noovo,Curated Web,USA,angel,426960.0
nopaperforms,Software,IND,angel,500000.0
nopical,Internet,USA,seed,5000.0
nopical,Internet,USA,seed,5000.0
nopical,Internet,USA,seed,20000.0
nopsec,Enterprise Software,USA,seed,1000000.0
noquo,3D Printing,USA,venture,600000.0
nor1,Analytics,USA,venture,8100000.0
nor1,Analytics,USA,private_equity,12000000.0
nor1,Analytics,USA,venture,9000000.0
nora-therapeutics,Biotechnology,USA,venture,18000000.0
nora-therapeutics,Biotechnology,USA,venture,2932000.0
norak-biosciences,Biotechnology,USA,venture,13000000.0
norcat,E-Commerce,CAN,seed,1000000.0
nord4real,Internet,SWE,seed,0.0
nordex-online,Software,DEU,venture,94565100.0
nordic-neurostim,Neuroscience,DNK,seed,923148.0
nordic-power-convertors,Electrical Distribution,DNK,seed,2000000.0
nordic-power-convertors,Electrical Distribution,DNK,seed,1500000.0
nordic-revolve,Cosmetics,FIN,venture,11298.0
nordic-telecom,Cloud Computing,FIN,venture,1300000.0
nordic-windpower,Clean Technology,USA,venture,16000000.0
nordic-windpower,Clean Technology,USA,venture,38000000.0
noredink,Education,USA,seed,2000000.0
noredink,Education,USA,venture,6000000.0
noribachi,Clean Energy,USA,venture,232500.0
noribachi,Clean Energy,USA,venture,500000.0
noribachi,Clean Energy,USA,venture,100000.0
normoxys,Biotechnology,USA,venture,4506708.0
normoxys,Biotechnology,USA,venture,17500000.0
norse-corporation,Cyber Security,USA,venture,10000000.0
norse-corporation,Cyber Security,USA,venture,11400000.0
norse-corporation,Cyber Security,USA,seed,50000.0
norstel,Semiconductors,SWE,venture,18150000.0
norstel,Semiconductors,SWE,venture,23656500.0
norsun,Clean Technology,NOR,venture,23000000.0
norsun,Clean Technology,NOR,private_equity,72330000.0
norsun,Clean Technology,NOR,venture,8450000.0
norsun,Clean Technology,NOR,private_equity,105790000.0
nortal-as,Software,EST,venture,10000000.0
nortal-as,Software,EST,venture,8990800.0
north-asia-resources,Finance,HKG,venture,33000000.0
north-capital-investment-technology,Finance,USA,seed,1000000.0
north-dallas-surgical-center,Health Diagnostics,USA,venture,1080000.0
north-end-technologies,Public Relations,USA,seed,1200000.0
north-end-technologies,Public Relations,USA,venture,3262462.0
north-palm-beach-county-surgery-center,Health and Wellness,USA,venture,192000.0
north-side,Financial Services,CAN,angel,4942705.0
north-technologies,Consumer Internet,USA,seed,5000000.0
northcore-technologies,Software,CAN,venture,6000000.0
northern-brewer,E-Commerce,USA,venture,10000000.0
northern-power-systems,Clean Technology,USA,venture,37000000.0
northpage,Enterprise Software,USA,venture,6704998.0
northpage,Enterprise Software,USA,venture,1500000.0
northstar-biosciences,Biotechnology,USA,venture,163800.0
northstar-nuclear-medicine,Hospitality,USA,seed,3889691.0
northstar-systems-international,Software,USA,venture,11500000.0
northstar-systems-international,Software,USA,venture,18000000.0
northwest-analytical,Software,USA,venture,1400000.0
northwest-biotherapeutics,Biotechnology,USA,venture,395000.0
northwest-medical-isotopes,Health Care,USA,venture,830000.0
nortis,Biotechnology,USA,venture,408845.0
nortis,Biotechnology,USA,venture,1000000.0
nortis,Biotechnology,USA,venture,1242250.0
norwell,Fitness,DNK,seed,182554.0
norwood-systems,Enterprises,AUS,angel,750000.0
nosco-hq,Crowdsourcing,DNK,venture,400000.0
nosopharm,Biotechnology,FRA,venture,1119342.0
noster-mobile,Location Based Services,IRL,seed,1500000.0
noster-mobile,Location Based Services,IRL,angel,750000.0
nosto,E-Commerce,FIN,seed,2800000.0
nosto,E-Commerce,FIN,venture,5500000.0
nostromo-ict,Games,CZE,venture,1000000.0
nota,Collaboration,USA,venture,2000000.0
notable-labs-2,Biotechnology,USA,seed,120000.0
notable-solutions,Software,USA,venture,5000000.0
notal-vision,Medical Devices,ISR,venture,4000000.0
notebowl,Colleges,USA,angel,300000.0
notebowl,Colleges,USA,seed,600000.0
notegraphy,Collectibles,ESP,seed,681764.0
notegraphy,Collectibles,ESP,seed,260000.0
notesfirst,Health and Wellness,USA,seed,20118.0
notesick,Creative Industries,MEX,seed,7500.0
notewagon,Curated Web,CAN,seed,150000.0
notewagon,Curated Web,CAN,seed,100000.0
noteworthy-medical-systems,Software,USA,venture,4000000.0
notey,Analytics,HKG,seed,1600000.0
notice-kiosk,Business Services,USA,seed,300000.0
notice-software,Apps,USA,seed,25000.0
notice-software,Apps,USA,seed,125000.0
notice-software,Apps,USA,seed,400000.0
notice-software,Apps,USA,seed,160000.0
notificare,Mobile,NLD,seed,223478.0
notifixious,Email,USA,seed,100000.0
notifixious,Email,USA,seed,100000.0
notify-nearby,Apps,USA,seed,50000.0
notify-technology,Mobile,USA,venture,248502.0
notik,Auctions,USA,seed,74500.0
notion-2,Home Automation,USA,seed,2000000.0
notis-tv,Mobile,USA,seed,25000.0
notonthehighstreet,E-Commerce,GBR,venture,15000000.0
notonthehighstreet,E-Commerce,GBR,venture,11900000.0
notrefamille-com,Curated Web,FRA,venture,3030000.0
nottingham-technology,Manufacturing,CHN,venture,1000000.0
nourish,Curated Web,GBR,seed,3000000.0
nourissh,Food Processing,AUS,seed,250000.0
nous,Education,GBR,seed,532064.0
nous,Education,GBR,angel,605000.0
nousco,Big Data Analytics,KOR,venture,940262.0
nousdecor,Design,USA,seed,3600000.0
nouvola,Big Data,USA,seed,950000.0
nouvou-inc,File Sharing,USA,seed,250000.0
nova-ratio,Software,DEU,venture,1300000.0
nova-specialty-hospitals,Health Care,IND,private_equity,54000000.0
novabay-pharmaceuticals-inc,Health Care,USA,venture,15134300.0
novabiotics,Biotechnology,GBR,venture,7569850.0
novacardia-inc,Healthcare Services,USA,venture,48000000.0
novacea,Biotechnology,USA,venture,35000000.0
novacem,Clean Technology,GBR,venture,2393578.0
novacept,Health Care,USA,venture,30000000.0
novacta-biosystems,Biotechnology,GBR,venture,21260581.0
novacta-biosystems,Biotechnology,GBR,venture,829000.0
novacta-biosystems,Biotechnology,GBR,venture,6869075.0
novacyt,Medical Devices,FRA,venture,3827184.0
novadigm-therapeutics,Biotechnology,USA,venture,14000000.0
novadigm-therapeutics,Biotechnology,USA,venture,20588274.0
novadip-biosciences,Biotechnology,BEL,venture,31390134.0
novaerus,Diagnostics,USA,venture,10000000.0
novafora,Software,USA,venture,12000000.0
novalact,Biotechnology,CHL,seed,40000.0
novalar-pharmaceuticals,Biotechnology,USA,venture,30000000.0
novaled,Clean Technology,DEU,venture,17617500.0
novaled,Clean Technology,DEU,venture,14849130.0
novalere-fp,Business Development,USA,private_equity,6500000.0
novaliq,Biotechnology,DEU,venture,18142280.0
novalux,Lasers,USA,venture,21700000.0
novalys,Software,FRA,venture,2640000.0
novamed-pharmaceuticals,Health Care,CHN,venture,13800000.0
novamed-pharmaceuticals,Health Care,CHN,venture,5000000.0
novamin-technology-inc,Dental,USA,venture,2500000.0
novan,Biotechnology,USA,venture,2000000.0
novan,Biotechnology,USA,venture,6000000.0
novan,Biotechnology,USA,venture,3999992.0
novan,Biotechnology,USA,venture,11000000.0
novan,Biotechnology,USA,venture,50000000.0
novan,Biotechnology,USA,venture,10325093.0
novapost,Enterprise Software,FRA,venture,1999950.0
novapost,Enterprise Software,FRA,venture,17500000.0
novaray-medical,Health Care,USA,venture,5900000.0
novare-surgical,Health Care,USA,venture,16000000.0
novariant,Gps,USA,venture,4500000.0
novariant,Gps,USA,venture,40000000.0
novariant,Gps,USA,venture,16000000.0
novarra,Mobile,USA,venture,20000000.0
novarra,Mobile,USA,venture,50000000.0
novasentis,Hardware + Software,USA,venture,10412177.0
novasentis,Hardware + Software,USA,venture,3000000.0
novashunt,Health Care,GBR,venture,25000000.0
novasom,Biotechnology,USA,venture,35000000.0
novasparks,Software,FRA,venture,2000000.0
novast,Health Care,CHN,venture,20000000.0
novast,Health Care,CHN,venture,50000000.0
novast,Health Care,CHN,venture,25000000.0
novast-laboratories,Biotechnology,CHN,venture,20000000.0
novasys,Biotechnology,USA,venture,49500000.0
novasys-medical,Health Care,USA,venture,42645096.0
novasys-medical,Health Care,USA,venture,25000000.0
novate-medical,Health Care,IRL,venture,12386190.0
novate-medical,Health Care,IRL,venture,5566095.0
novatel-wireless,Mobile,USA,venture,14411764.0
novatorque,Manufacturing,USA,venture,13000000.0
novatorque,Manufacturing,USA,venture,10000000.0
novatorque,Manufacturing,USA,venture,14000000.0
novatract-surgical,Health Care,USA,venture,2370000.0
novatract-surgical,Health Care,USA,venture,500000.0
novatract-surgical,Health Care,USA,venture,150000.0
novatract-surgical,Health Care,USA,venture,600000.0
novatract-surgical,Health Care,USA,venture,600000.0
novatract-surgical,Health Care,USA,seed,150000.0
novatris,Business Intelligence,FRA,venture,1570886.0
novavax-ab,Biotechnology,SWE,venture,5020000.0
novawise,Analytics,CAN,seed,48318.0
noveda-technologies-inc,Software,USA,private_equity,5469646.0
noveda-technologies-inc,Software,USA,venture,3483138.0
noveko-international,Hardware + Software,CAN,venture,405332.0
noveko-international,Hardware + Software,CAN,venture,105419.0
novel,Enterprise Software,USA,venture,550000.0
novel,Enterprise Software,USA,venture,1607282.0
novel-therapeutic-technologies,Biotechnology,USA,private_equity,75000000.0
novelda-as,Apps,NOR,venture,12000000.0
novelix-pharmaceuticals,Biotechnology,USA,venture,253103.0
novellusdx,Health and Wellness,ISR,seed,8000000.0
novellusdx,Health and Wellness,ISR,seed,8000000.0
novelo,E-Commerce,PER,seed,40000.0
novelo,E-Commerce,PER,seed,40000.0
novelos-therapeutics,Biotechnology,USA,venture,3500000.0
novelos-therapeutics,Biotechnology,USA,venture,9000000.0
novelos-therapeutics,Biotechnology,USA,venture,4000000.0
novelos-therapeutics,Biotechnology,USA,venture,5100000.0
novelos-therapeutics,Biotechnology,USA,venture,32250000.0
noveltylab,E-Commerce,USA,seed,25000.0
novera-optics,Web Hosting,USA,venture,83000000.0
novera-optics,Web Hosting,USA,venture,7400000.0
novetas-solutions,Manufacturing,USA,venture,200000.0
novi,News,USA,seed,25000.0
novia-careclinics,Health and Wellness,USA,venture,1780000.0
novia-careclinics,Health and Wellness,USA,venture,1000000.0
novian-health,Health and Wellness,USA,venture,12700000.0
novian-health,Health and Wellness,USA,venture,1000000.0
novian-health,Health and Wellness,USA,venture,11000000.0
novica-united,E-Commerce,USA,venture,3000000.0
novicap,Finance,GBR,seed,1700000.0
noviflow,Data Centers,CAN,venture,9000000.0
novimedicine,Health and Wellness,USA,seed,20000.0
novimmune,Biotechnology,CHE,venture,66000000.0
novimmune,Biotechnology,CHE,venture,46000000.0
novimmune,Biotechnology,CHE,venture,14000000.0
novimmune,Biotechnology,CHE,venture,54800000.0
novimmune,Biotechnology,CHE,venture,22413980.0
novinda,Clean Technology,USA,venture,6000000.0
novinium,Cable,USA,venture,19731296.0
novint,3D,USA,venture,5200000.0
novint-technologies,Software,USA,venture,10080599.0
novioponics,Health Care,NLD,seed,16227.0
novira-therapeutics,Biotechnology,USA,venture,2995233.0
novira-therapeutics,Biotechnology,USA,seed,2500000.0
novira-therapeutics,Biotechnology,USA,venture,25000000.0
novisign,Advertising,ISR,angel,200000.0
novita-pharmaceuticals,Biotechnology,USA,venture,2000000.0
novita-therapeutics,Biotechnology,USA,seed,750000.0
novita-therapeutics,Biotechnology,USA,venture,590000.0
novita-therapeutics,Biotechnology,USA,venture,250000.0
novita-therapeutics,Biotechnology,USA,venture,3155000.0
novitas,Security,FRA,venture,1600000.0
novitaz,Enterprise Software,USA,venture,1381973.0
novix-media-adsparx,Advertising,USA,angel,600000.0
novn,Games,KOR,seed,500000.0
novocor-medical-systems,Biotechnology,USA,venture,961000.0
novoed,EdTech,USA,venture,4800000.0
novogen,Biotechnology,AUS,private_equity,4530000.0
novogenie,Health and Wellness,FIN,seed,71683.0
novogy,Clean Technology,USA,venture,4000000.0
novogy,Clean Technology,USA,seed,750000.0
novogy,Clean Technology,USA,seed,750000.0
novomer,Clean Technology,USA,venture,14000000.0
novomer,Clean Technology,USA,venture,6600000.0
novomer,Clean Technology,USA,venture,15000000.0
novomer,Clean Technology,USA,venture,10000000.0
novophage,Biotechnology,USA,venture,6500000.0
novophage,Biotechnology,USA,venture,5750000.0
novophage,Biotechnology,USA,venture,2500000.0
novopolymers,Clean Technology,BEL,venture,5772900.0
novopolymers,Clean Technology,BEL,venture,7141500.0
novopyxis,Biotechnology,USA,venture,343000.0
novu-llc,Health and Wellness,USA,private_equity,20000000.0
novusedge,Security,USA,venture,6500000.0
novx,Biotechnology,CAN,venture,7800000.0
now-in-store,B2B,CAN,seed,49342.0
now-innovations,Mobile,NLD,venture,2061750.0
nowait,Mobile,USA,seed,25000.0
nowait,Mobile,USA,venture,2000000.0
nowait,Mobile,USA,venture,1965310.0
nowait,Mobile,USA,seed,25000.0
nowait,Mobile,USA,venture,10000000.0
nowait,Mobile,USA,seed,50000.0
nowell-development,Cloud Security,USA,seed,64000.0
nowforce,Software,ISR,venture,4000000.0
nowledgedata,Analytics,CHN,venture,1000000.0
nowpublic,News,CAN,angel,1400000.0
nowpublic,News,CAN,venture,10600000.0
nowsecure,Apps,USA,venture,12500000.0
nowsupplier-international-ltd,Coupons,CHN,seed,500000.0
nowthis-news,Mobile,USA,venture,6000000.0
nowthis-news,Mobile,USA,venture,4800000.0
nowthis-news,Mobile,USA,venture,4800000.0
nowwecomply,Apps,USA,seed,1200000.0
noxilizer,Hospitality,USA,venture,3590105.0
noxilizer,Hospitality,USA,venture,775000.0
noysi-3,Communities,ESP,angel,120000.0
noysi-3,Communities,ESP,angel,100000.0
noza,Humanitarian,USA,angel,900000.0
noza,Humanitarian,USA,angel,1000000.0
noza,Humanitarian,USA,seed,900000.0
np-photonics,Hardware + Software,USA,venture,2000000.0
np-photonics,Hardware + Software,USA,venture,800000.0
np-photonics,Hardware + Software,USA,venture,5000000.0
npario,Analytics,USA,venture,5000000.0
nperson,Broadcasting,USA,seed,800000.0
npm,Software,USA,venture,8000000.0
npm,Software,USA,seed,2600000.0
nprogress,Mobile,USA,seed,1700000.0
nps,Clean Technology,GBR,venture,9700000.0
npulse-technologies,Web Hosting,USA,seed,1947189.0
npulse-technologies,Web Hosting,USA,venture,1000000.0
nqmobile,Android,USA,private_equity,10000000.0
nr-energy,Energy,USA,venture,315000.0
nsc,Software,USA,venture,2000000.0
nsc,Software,USA,venture,2000000.0
nscaled,Cloud Computing,USA,seed,1500000.0
nscaled,Cloud Computing,USA,venture,7000000.0
nsfw-corporation,E-Books,USA,seed,250000.0
nsgene,Biotechnology,DNK,venture,5140000.0
nsh-holdco,Market Research,USA,venture,10000000.0
nsi-software-2,Data Security,USA,venture,15000000.0
nsite,Business Productivity,USA,venture,6000000.0
nsl-renewable-power,Clean Technology,IND,venture,5000000.0
nso-group,Cyber Security,ISR,seed,1600000.0
nss-labs,Information Security,USA,venture,4000000.0
nss-labs,Information Security,USA,venture,7000000.0
ntag,Public Relations,USA,venture,8300000.0
ntag,Public Relations,USA,venture,12000000.0
ntb-media,Advertising,USA,seed,800000.0
ntelagent,Health Care,USA,venture,1700000.0
ntirety,Analytics,USA,venture,1000000.0
ntn-buzztime,Mobile,USA,venture,2250000.0
ntos-games,Software,KOR,seed,282420.0
ntq-data,Enterprise Software,GBR,venture,322325.0
ntr-global,Enterprise Software,ESP,venture,34000000.0
ntractive,Cloud Computing,USA,venture,570000.0
ntrium,Manufacturing,KOR,seed,276222.0
ntwc-llc---developer-of-plume,Mobile Social,USA,seed,200000.0
nu-b-2b,Beauty,USA,venture,13500.0
nu-med-plus,Biotechnology,USA,venture,30000.0
nu-med-plus,Biotechnology,USA,venture,121500.0
nu-med-plus,Biotechnology,USA,seed,87653.0
nu-med-plus,Biotechnology,USA,venture,130000.0
nu-pulse,Biotechnology,USA,venture,550000.0
nu-pulse,Biotechnology,USA,venture,2749800.0
nu-tech-foods,Hospitality,USA,seed,650000.0
nu-tech-foods,Hospitality,USA,venture,512500.0
nuage-corporation,Security,USA,venture,500000.0
nualight,Clean Technology,IRL,venture,12000000.0
nualight,Clean Technology,IRL,venture,4084744.0
nuax,Art,USA,venture,100000.0
nubank,Consumer Internet,BRA,venture,14300000.0
nubank,Consumer Internet,BRA,seed,2000000.0
nubank,Consumer Internet,BRA,venture,30000000.0
nubee,Games,SGP,venture,13000000.0
nubelo,Enterprise Software,ESP,seed,40000.0
nubelo,Enterprise Software,ESP,seed,173744.0
nubelo,Enterprise Software,ESP,seed,1253000.0
nubelo,Enterprise Software,ESP,seed,242357.0
nubelo,Enterprise Software,ESP,venture,2964192.0
nubesis,Coupons,ESP,seed,167258.0
nubisio,Enterprise Software,USA,private_equity,4181464.0
nubity,Cloud Computing,ARG,seed,37000.0
nubity,Cloud Computing,ARG,seed,505000.0
nubleer-media,Content,MEX,seed,240000.0
nubleer-media,Content,MEX,seed,400000.0
nucana-biomed,Biotechnology,GBR,venture,57000000.0
nucana-biomed,Biotechnology,GBR,venture,10529448.0
nuclea-biotechnologies,Biotechnology,USA,venture,3400000.0
nuclea-biotechnologies,Biotechnology,USA,seed,1066970.0
nuclea-biotechnologies,Biotechnology,USA,venture,1900000.0
nuclea-biotechnologies,Biotechnology,USA,venture,555000.0
nuclea-biotechnologies,Biotechnology,USA,venture,5000000.0
nuclea-biotechnologies,Biotechnology,USA,venture,3400000.0
nuclea-biotechnologies,Biotechnology,USA,venture,8903450.0
nuclea-biotechnologies,Biotechnology,USA,venture,3000000.0
nucleonics,Biotechnology,USA,venture,49200000.0
nucleus,Consumer Electronics,USA,seed,3370000.0
nucleus-research,Apps,IND,seed,500000.0
nuconomy,Advertising,USA,venture,3000000.0
nuconomy,Advertising,USA,seed,300000.0
nucore-technologies-inc,Technology,USA,venture,20000000.0
nucurrent,Hardware,USA,venture,3500000.0
nuday-games,Entertainment,SWE,seed,2000000.0
nudge-inc,Health and Wellness,USA,venture,750000.0
nudge-inc,Health and Wellness,USA,angel,600000.0
nudgerx,Health and Wellness,USA,seed,215000.0
nudgerx,Health and Wellness,USA,venture,364996.0
nudipay-mobile-payment,E-Commerce,USA,seed,135000.0
nudjed,Fitness,GBR,seed,152686.0
nuelle,Health and Wellness,USA,venture,15000000.0
nuevo-midstream,Clean Technology,USA,private_equity,65000000.0
nuevolution,Biotechnology,DNK,venture,13880900.0
nuevolution,Biotechnology,DNK,venture,15000000.0
nuevora,Analytics,USA,venture,2250000.0
nuevostage,Concerts,USA,venture,60000.0
nuflick,Games,MEX,seed,30000.0
nuflick,Games,MEX,seed,40000.0
nuforce,Hardware + Software,USA,venture,1542620.0
nuforce,Hardware + Software,USA,venture,334000.0
nugen-technologies,Biotechnology,USA,seed,1500001.0
nugen-technologies,Biotechnology,USA,venture,7500000.0
nugen-technologies,Biotechnology,USA,venture,3499999.0
nugene-international,Health and Wellness,USA,venture,140000.0
nugg-it,Manufacturing,USA,seed,600000.0
nugg-solutions,Software,CAN,seed,350000.0
nuggeta,Software,FRA,seed,120000.0
nuhabitat,Real Estate,USA,seed,187500.0
nuhook,Software,USA,seed,30860.0
nuiku,Software,USA,seed,1600000.0
nuiteq,EdTech,SWE,seed,920000.0
nuji,Curated Web,GBR,seed,2000000.0
nujira,Hardware + Software,GBR,venture,7750000.0
nujira,Hardware + Software,GBR,venture,9800000.0
nujira,Hardware + Software,GBR,venture,12000000.0
nujira,Hardware + Software,GBR,venture,18000000.0
nujira,Hardware + Software,GBR,venture,20000000.0
nujj,Social Media,USA,angel,85000.0
nukona,Enterprise Software,USA,venture,106800.0
nukotoys,Games,USA,venture,5189928.0
nulabel,Biotechnology,USA,venture,1525000.0
nulabel,Biotechnology,USA,venture,3023097.0
nulabel,Biotechnology,USA,venture,1000000.0
nulato,Telecommunications,USA,seed,120000.0
nulife-recovery,Health and Wellness,USA,venture,300000.0
nulogy,B2B,CAN,venture,7500000.0
nulogy,B2B,CAN,venture,482000.0
nulogy,B2B,CAN,venture,225000.0
nulu,Education,USA,seed,1750000.0
numa,Event Management,FRA,venture,3370824.0
numara,Software,FRA,venture,5653147.0
numares-gmbh,Analytics,DEU,venture,9500000.0
numares-gmbh,Analytics,DEU,venture,5747200.0
numares-gmbh,Analytics,DEU,venture,9515100.0
numares-gmbh,Analytics,DEU,venture,2510000.0
numari,Fashion,USA,seed,40000.0
numascale,Web Hosting,NOR,venture,3460000.0
numascale,Web Hosting,NOR,venture,4880000.0
numat-technologies,Nanotechnology,USA,seed,2000000.0
numat-technologies,Nanotechnology,USA,venture,3507872.0
numberfire,Big Data,USA,seed,750000.0
numberfire,Big Data,USA,seed,25000.0
numbermall,E-Commerce,IND,seed,10000000.0
numberpicture,Data Visualization,BGR,seed,33149.0
numberpicture,Data Visualization,BGR,seed,32842.0
numberstation-llc,Messaging,USA,seed,250000.0
numblebee,Health Care,USA,venture,120000.0
numbrs-ag,Apps,CHE,venture,3800000.0
numbrs-ag,Apps,CHE,venture,7700000.0
nume-health,Biotechnology,USA,venture,675000.0
nume-health,Biotechnology,USA,venture,1500000.0
numecent,Enterprise Software,USA,venture,13600000.0
numecent,Enterprise Software,USA,venture,15500000.0
numecent,Enterprise Software,USA,venture,2000000.0
numedeon,Games,USA,venture,1000000.0
numedii,Biotechnology,USA,venture,3500000.0
numedii,Biotechnology,USA,venture,2000000.0
numerate,Biotechnology,USA,venture,8240487.0
numerate,Biotechnology,USA,venture,5500000.0
numerex,B2B,USA,seed,925000.0
numerify,Analytics,USA,venture,37500000.0
numerify,Analytics,USA,venture,15000000.0
numerify,Analytics,USA,venture,8000000.0
numerous,Apps,USA,seed,700000.0
numira-biosciences,Biotechnology,USA,venture,2500000.0
numira-biosciences,Biotechnology,USA,venture,3282738.0
numoni,Information Technology,SGP,venture,4760000.0
numonyx,Hardware,CHE,private_equity,150000000.0
numote,Mobile,USA,seed,40000.0
nuodb,Databases,USA,venture,10000000.0
nuodb,Databases,USA,venture,16177947.0
nuodb,Databases,USA,venture,9499998.0
nuodb,Databases,USA,venture,2000000.0
nuoffer,Mobile,USA,angel,400000.0
nuokang-medicine,Health Care,CHN,venture,17000000.0
nuon-therapeutics,Biotechnology,USA,venture,27000000.0
nuon-therapeutics,Biotechnology,USA,venture,10000000.0
nuon-therapeutics,Biotechnology,USA,venture,6050000.0
nuon-therapeutics,Biotechnology,USA,venture,5000000.0
nuorder,B2B,USA,venture,7500000.0
nuorder,B2B,USA,venture,2800000.0
nuorder,B2B,USA,seed,3600000.0
nuortho-surgical,Hardware + Software,USA,venture,1713814.0
nuovo-biologics,Biotechnology,USA,venture,1000000.0
nuovo-wind,Clean Technology,CHL,seed,40000.0
nupark,Event Management,USA,seed,290000.0
nupark,Event Management,USA,venture,1400000.0
nupathe,Biotechnology,USA,venture,15000000.0
nupathe,Biotechnology,USA,venture,30000000.0
nupathe,Biotechnology,USA,private_equity,28000000.0
nupotential,Biotechnology,USA,venture,375000.0
nupremis,Developer APIs,USA,venture,10000000.0
nupsys,Computers,USA,venture,5000000.0
nura,Biotechnology,USA,venture,9500000.0
nurego,Software,USA,venture,2000000.0
nurep-inc,Health Care Information Technology,USA,seed,1524000.0
nurien-software,Social Media,KOR,venture,15000000.0
nurien-software,Social Media,KOR,venture,10000000.0
nurigene,Fashion,USA,venture,3257600.0
nuritas,Bioinformatics,IRL,seed,128660.0
nuritas,Bioinformatics,IRL,venture,3200000.0
nurix,Biotechnology,USA,venture,25100000.0
nurix,Biotechnology,USA,seed,3100000.0
nuro-pharma,Biotechnology,USA,venture,79992.0
nuro-secure-messaging-ltd-,Computers,USA,seed,2000000.0
nuroa,Home & Garden,ESP,angel,1472100.0
nuroa,Home & Garden,ESP,venture,1331500.0
nuroa,Home & Garden,ESP,venture,1540200.0
nuron-biotech,Biotechnology,USA,private_equity,22705658.0
nuron-biotech,Biotechnology,USA,private_equity,30000000.0
nurotron-biotechnology,Biotechnology,CHN,venture,16236400.0
nursebuddy,Health Care,FIN,seed,19615.0
nursebuddy,Health Care,FIN,seed,130000.0
nursegrid,Business Analytics,USA,seed,1160000.0
nursenav,Software,USA,venture,372860.0
nurture-inc,Hospitality,USA,venture,7431514.0
nurture-inc,Hospitality,USA,venture,200000.0
nurturme,Consumer Goods,USA,venture,1500000.0
nurturme,Consumer Goods,USA,venture,16111.0
nurulize-inc,Software,USA,seed,2000000.0
nuscale-power,Clean Technology,USA,venture,2649900.0
nuscriptrx,Health Care,USA,venture,8000000.0
nuscriptrx,Health Care,USA,seed,1947384.0
nuscriptrx,Health Care,USA,seed,8532000.0
nuscriptrx,Health Care,USA,venture,5000000.0
nuscriptrx,Health Care,USA,private_equity,2000000.0
nusirt,Biotechnology,USA,venture,1800000.0
nusirt,Biotechnology,USA,venture,3500000.0
nusirt,Biotechnology,USA,seed,2083353.0
nusirt,Biotechnology,USA,seed,600000.0
nusirt,Biotechnology,USA,venture,6000000.0
nuskool,Education,USA,seed,20000.0
nuskool,Education,USA,seed,20000.0
nusocket,Consumer Electronics,USA,venture,150000.0
nusocket,Consumer Electronics,USA,seed,1500000.0
nusym-technology,Semiconductors,USA,venture,8000000.0
nutanix,Enterprise Software,USA,venture,101000000.0
nutanix,Enterprise Software,USA,venture,33000000.0
nutanix,Enterprise Software,USA,venture,140000000.0
nutanix,Enterprise Software,USA,venture,25000000.0
nutanix,Enterprise Software,USA,venture,13200000.0
nutech-medical,Biotechnology,USA,venture,325000.0
nutech-solutions,Software,USA,venture,1630258.0
nutek-orthopaedics,Biotechnology,USA,seed,400000.0
nutek-orthopaedics,Biotechnology,USA,venture,3074998.0
nutmeg,Finance,GBR,venture,5322729.0
nutmeg,Finance,GBR,venture,32000000.0
nutmeg-education,Curated Web,USA,seed,40000.0
nutonian,Software,USA,venture,4000000.0
nutorious-nut-confections,Hospitality,USA,venture,585000.0
nutraspace,Health and Wellness,USA,seed,600000.0
nutri-health,Health and Wellness,IND,venture,2000000.0
nutricate,Hospitality,USA,venture,750000.0
nutrime,Health and Wellness,ITA,seed,109057.0
nutrinia,Pharmaceuticals,ISR,venture,12000000.0
nutrinia,Pharmaceuticals,ISR,venture,1000000.0
nutrinsic,Food Processing,USA,venture,12700000.0
nutritics,Fitness,IRL,seed,19615.0
nutritionix,Fitness,USA,angel,120000.0
nutshell,CRM,USA,seed,750000.0
nutshellmail,Email,USA,seed,200000.0
nutshellmail,Email,USA,venture,607260.0
nuubo,Health Care,ESP,venture,4082854.0
nuvasive,Biotechnology,USA,venture,9800000.0
nuvasive,Biotechnology,USA,venture,15000000.0
