country_code,permalink,category_list,funding_round_type,raised_amount_usd
USA,micropower-global,Semiconductors,venture,110000.0
USA,micropower-global,Semiconductors,venture,1200000.0
USA,micropower-global,Semiconductors,venture,2558000.0
USA,micropower-technologies,Security,venture,6500000.0
USA,micropower-technologies,Security,venture,4709999.0
USA,micropower-technologies,Security,venture,2000000.0
USA,microquant,Analytics,venture,740000.0
USA,microrganic-technologies,Biotechnology,venture,380000.0
USA,microrganic-technologies,Biotechnology,venture,49997.0
USA,microscopy-innovations,Biotechnology,venture,749998.0
USA,microsonic-systems,Biotechnology,venture,665006.0
USA,microsonic-systems,Biotechnology,venture,1259000.0
USA,microstaq,Clean Technology,venture,10161090.0
USA,microstaq,Clean Technology,venture,12500000.0
USA,microtransponder,Health Care,venture,1999530.0
USA,microtransponder,Health Care,venture,2679538.0
USA,microtune,Semiconductors,venture,2060000.0
USA,microventure-marketplace,Crowdfunding,venture,150000.0
USA,microventure-marketplace,Crowdfunding,venture,300000.0
USA,microvi-biotechnologies,Biotechnology,venture,5000000.0
USA,microvision,Displays,venture,60000000.0
USA,microvision,Displays,venture,8000000.0
USA,micurx-pharmaceuticals,Biotechnology,venture,25000000.0
USA,micurx-pharmaceuticals,Biotechnology,venture,10000000.0
USA,mid-america-consulting-group,Biotechnology,venture,6367916.0
USA,mid-bronx-endoscopy-center,Health and Wellness,venture,835000.0
USA,mid-labs,Health Care,venture,51000000.0
USA,midawi-holdings,Software,venture,250000.0
USA,middle-peak-medical,Biotechnology,venture,8500000.0
USA,middle-peak-medical,Biotechnology,venture,3000000.0
USA,middlegate,Biotechnology,venture,896000.0
USA,midfin-systems,Cloud Infrastructure,venture,475000.0
USA,midfin-systems,Cloud Infrastructure,venture,2100000.0
USA,midnight-studios,Games,venture,541680.0
USA,midverse-studios,Games,venture,6500000.0
USA,midwestern-bioag,Agriculture,venture,6000000.0
USA,mieple,Curated Web,venture,1400100.0
USA,mig-email-marketing,Email Marketing,venture,1850000.0
USA,mightynest,E-Commerce,venture,685000.0
USA,mightytext,Mobile,venture,100000.0
USA,migo-software,Software,venture,3980000.0
USA,migo-software,Software,venture,1800000.0
USA,migo-software,Software,venture,2550000.0
USA,mika,Fashion,venture,1200000.0
USA,milagen,Development Platforms,venture,3632775.0
USA,milagen,Development Platforms,venture,831484.0
USA,milano-worldwide,Creative Industries,venture,150000.0
USA,mile-high-organics,E-Commerce,venture,1000000.0
USA,mileiq,Mobile,venture,12113623.0
USA,miles-electric-vehicles,Automotive,venture,15000000.0
USA,miles-electric-vehicles,Automotive,venture,40000000.0
USA,miles-electric-vehicles,Automotive,venture,1000000.0
USA,milestone-scientific,Biotechnology,venture,10000000.0
USA,milestone-software,Apps,venture,222000.0
USA,milestone-software,Apps,venture,105000.0
USA,milestone-technologies,Data Centers,venture,42500000.0
USA,military-com,News,venture,5500000.0
USA,mill-creek-life-sciences,Hospitality,venture,625000.0
USA,millennial-media,Advertising,venture,175445382.0
USA,millennial-media,Advertising,venture,6300000.0
USA,millennial-media,Advertising,venture,15000000.0
USA,millennial-media,Advertising,venture,27500000.0
USA,millennial-media,Advertising,venture,16000000.0
USA,millennial-net,Energy Efficiency,venture,6000000.0
USA,millennium-pharmacy-systems,Biotechnology,venture,7074808.0
USA,milo,Comparison Shopping,venture,4000000.0
USA,milo-biotechnology,Biotechnology,venture,250000.0
USA,milyoni,Games,venture,3000000.0
USA,milyoni,Games,venture,11000000.0
USA,milyoni,Games,venture,16143747.0
USA,mimedia,Curated Web,venture,3682500.0
USA,mimedia,Curated Web,venture,815697.0
USA,mimedia,Curated Web,venture,930000.0
USA,mimedx-group,Health Care,venture,675000.0
USA,mimeo,Curated Web,venture,25000000.0
USA,mimivax,Pharmaceuticals,venture,1550000.0
USA,mimix-broadband,Semiconductors,venture,8500000.0
USA,mimix-broadband,Semiconductors,venture,10000000.0
USA,mimix-broadband,Semiconductors,venture,1300000.0
USA,mimoco,Hardware + Software,venture,1500000.0
USA,mimosa-networks,Mobile,venture,20000000.0
USA,mimosa-systems,Software,venture,1816776.0
USA,mimosa-systems,Software,venture,17000000.0
USA,mimosa-systems,Software,venture,1604000.0
USA,mimosa-systems,Software,venture,11000000.0
USA,mimosa-systems,Software,venture,3000000.0
USA,mimosa-systems,Software,venture,17000000.0
USA,minco-technology-labs,Semiconductors,venture,5500000.0
USA,mind-technologies,Software,venture,984625.0
USA,mindbody,Software,venture,35000000.0
USA,mindbody,Software,venture,869760.0
USA,mindbody,Software,venture,9000000.0
USA,mindbody,Software,venture,14000000.0
USA,mindcare-solutions,Health Services Industry,venture,1006361.0
USA,mindcare-solutions,Health Services Industry,venture,12800000.0
USA,mindchild-medical,Health Care,venture,245000.0
USA,mindchild-medical,Health Care,venture,350378.0
USA,mindchild-medical,Health Care,venture,516751.0
USA,mindchild-medical,Health Care,venture,202000.0
USA,mindchild-medical,Health Care,venture,275000.0
USA,mindchild-medical,Health Care,venture,373080.0
USA,mindchild-medical,Health Care,venture,350378.0
USA,mindflash,Curated Web,venture,4000000.0
USA,mindflash,Curated Web,venture,3500000.0
USA,mindflow-technologies,Analytics,venture,5600000.0
USA,mindframe-inc,Biotechnology,venture,6500000.0
USA,mindframe-inc,Biotechnology,venture,7087672.0
USA,mindjet,Chat,venture,15000000.0
USA,mindjolt,Facebook Applications,venture,22000000.0
USA,mindmixer,Communities,venture,4000000.0
USA,mindmixer,Communities,venture,1900000.0
USA,mindmixer,Communities,venture,17000000.0
USA,mindquilt,Enterprise Software,venture,400000.0
USA,mindset-media,Brand Marketing,venture,4245714.0
USA,mindset-rx,Biotechnology,venture,100000.0
USA,mindshare-networks-2,Software,venture,35000.0
USA,mindshare-networks-2,Software,venture,200000.0
USA,mindshare-technologies,Automotive,venture,20000000.0
USA,mindshift-technologies,Enterprise Software,venture,11000000.0
USA,mindshift-technologies,Enterprise Software,venture,18000000.0
USA,mindshift-technologies,Enterprise Software,venture,14000000.0
USA,mindshift-technologies,Enterprise Software,venture,1097622.0
USA,mindsnacks,Games,venture,6500000.0
USA,mindtickle,Enterprise Software,venture,12500000.0
USA,mine,Mobile,venture,600000.0
USA,mineeds,Curated Web,venture,4000000.0
USA,minekey,Curated Web,venture,3000000.0
USA,mineralist,Energy,venture,105000.0
USA,mineraltree,Accounting,venture,9300000.0
USA,mineraltree,Accounting,venture,11100000.0
USA,mineraltree,Accounting,venture,2300000.0
USA,minerva-biotechnologies,Biotechnology,venture,4600000.0
USA,minerva-biotechnologies,Biotechnology,venture,1605632.0
USA,minerva-biotechnologies,Biotechnology,venture,2000000.0
USA,minerva-surgical,Health and Wellness,venture,25000000.0
USA,minerva-surgical,Health and Wellness,venture,20000000.0
USA,minerva-worldwide,Software,venture,840000.0
USA,minetta-brook,Analytics,venture,1626000.0
USA,mingle360,Networking,venture,95000.0
USA,mingle360,Networking,venture,70000.0
USA,minimally-invasive-devices,Enterprise Software,venture,14118523.0
USA,minimally-invasive-devices,Enterprise Software,venture,9000000.0
USA,minimally-invasive-devices,Enterprise Software,venture,1350000.0
USA,minimally-invasive-devices,Enterprise Software,venture,2000000.0
USA,minimally-invasive-devices,Enterprise Software,venture,2500000.0
USA,minimus-spine,Biotechnology,venture,1039926.0
USA,minimus-spine,Biotechnology,venture,1000324.0
USA,ministry-of-supply,E-Commerce,venture,3812271.0
USA,ministry-of-supply,E-Commerce,venture,1024999.0
USA,minivax,Biotechnology,venture,110000.0
USA,minnesota-medical-solutions,Pharmaceuticals,venture,16600000.0
USA,mino-wireless-usa,Mobile,venture,14932000.0
USA,minowireless,Mobile,venture,7000000.0
USA,minowireless,Mobile,venture,1500000.0
USA,mint,Curated Web,venture,14000000.0
USA,mint,Curated Web,venture,4700000.0
USA,mint,Curated Web,venture,12000000.0
USA,minted,Art,venture,41000000.0
USA,minted,Art,venture,2100000.0
USA,minted,Art,venture,5500000.0
USA,minted,Art,venture,38000000.0
USA,mintera,Hardware + Software,venture,10000000.0
USA,mintera,Hardware + Software,venture,19000000.0
USA,mintera,Hardware + Software,venture,18500000.0
USA,mintera,Hardware + Software,venture,26000000.0
USA,mintera,Hardware + Software,venture,1000000.0
USA,mintera,Hardware + Software,venture,4000000.0
USA,mintigo,B2B,venture,10000000.0
USA,mintigo,B2B,venture,9000000.0
USA,minus,Curated Web,venture,8000000.0
USA,minus,Curated Web,venture,2047870.0
USA,minus,Curated Web,venture,1000000.0
USA,minusnine-technologies,Hardware + Software,venture,770000.0
USA,minutekey,Hardware + Software,venture,10000000.0
USA,minutekey,Hardware + Software,venture,10600000.0
USA,minutekey,Hardware + Software,venture,3550767.0
USA,minutekey,Hardware + Software,venture,30000000.0
USA,minyanville,News,venture,2200000.0
USA,miox,Clean Technology,venture,19000000.0
USA,miox,Clean Technology,venture,1000000.0
USA,miox,Clean Technology,venture,14500000.0
USA,miox,Clean Technology,venture,5000000.0
USA,miox,Clean Technology,venture,2057984.0
USA,mira-dx,Biotechnology,venture,4000000.0
USA,mirabel-medical-systems,Medical Devices,venture,9000000.0
USA,mirabilis-medica,Health Care,venture,7000000.0
USA,mirabilis-medica,Health Care,venture,10500000.0
USA,miradia,Semiconductors,venture,30300000.0
USA,miradia,Semiconductors,venture,22000000.0
USA,miradia,Semiconductors,venture,15000000.0
USA,mirador-biomedical,Biotechnology,venture,1500000.0
USA,mirador-financial,Banking,venture,7000000.0
USA,mirage-endoscopy-center,Health and Wellness,venture,108000.0
USA,mirage-networks,Security,venture,12000000.0
USA,miragen-therapeutics,Biotechnology,venture,4000000.0
USA,miragen-therapeutics,Biotechnology,venture,8500000.0
USA,miragen-therapeutics,Biotechnology,venture,8000000.0
USA,miragen-therapeutics,Biotechnology,venture,41000000.0
USA,miragen-therapeutics,Biotechnology,venture,20000000.0
USA,miragen-therapeutics,Biotechnology,venture,7000000.0
USA,miramar-labs,Health Care,venture,36000000.0
USA,miramar-labs,Health Care,venture,20300000.0
USA,miramar-labs,Health Care,venture,26008213.0
USA,mirantis,Cloud Computing,venture,100000000.0
USA,mirantis,Cloud Computing,venture,10000000.0
USA,mirantis,Cloud Computing,venture,10000000.0
USA,mirantis,Cloud Computing,venture,100000000.0
USA,mirapoint-software,Messaging,venture,10300000.0
USA,miret-surgical,Health and Wellness,venture,645000.0
USA,mirexus-biotechnologies,Biotechnology,venture,350000.0
USA,mirimus,Biotechnology,venture,2000000.0
USA,mirna-therapeutics,Biotechnology,venture,1500000.0
USA,mirna-therapeutics,Biotechnology,venture,34500000.0
USA,mirna-therapeutics,Biotechnology,venture,41800000.0
USA,miromatrix-medical,Biotechnology,venture,23284490.0
USA,miromatrix-medical,Biotechnology,venture,5312856.0
USA,mirra,Software,venture,8000000.0
USA,mirror,Bitcoin,venture,8800000.0
USA,mirtle-medical,Biotechnology,venture,250000.0
USA,miselu-inc,Android,venture,6000000.0
USA,mismi,Finance,venture,2800000.0
USA,mismi,Finance,venture,3862250.0
USA,mismi,Finance,venture,1600666.0
USA,mismi,Finance,venture,1019736.0
USA,miso,Entertainment,venture,1500000.0
USA,miso,Entertainment,venture,4000000.0
USA,miso-media,Music,venture,2400000.0
USA,mission-markets,Finance,venture,1095747.0
USA,mission-markets,Finance,venture,1500000.0
USA,mission-motors,Automotive,venture,5069797.0
USA,mission-motors,Automotive,venture,9000000.0
USA,mission-product-holdings,Product Development Services,venture,34999988.0
USA,mission-research,Nanotechnology,venture,1500000.0
USA,mississippi-alf-investor,Health and Wellness,venture,1200000.0
USA,mit-cshub,Education,venture,10000000.0
USA,mit-energy-initiative,Clean Technology,venture,25000000.0
USA,mitek-systems,Mobile,venture,750000.0
USA,mitek-systems,Mobile,venture,15000000.0
USA,mithridion,Biotechnology,venture,2908499.0
USA,mithridion,Biotechnology,venture,1250000.0
USA,mitokyne,Biotechnology,venture,5222321.0
USA,mitralign,Health and Wellness,venture,8000000.0
USA,mitralign,Health and Wellness,venture,24000000.0
USA,mitralign,Health and Wellness,venture,35000000.0
USA,mitraspan,Biotechnology,venture,499999.0
USA,mitraspan,Biotechnology,venture,2200000.0
USA,mitu-network,Digital Media,venture,3000000.0
USA,mitu-network,Digital Media,venture,5000000.0
USA,mitu-network,Digital Media,venture,10000000.0
USA,mixamo,Software,venture,4000000.0
USA,mixamo,Software,venture,3676235.0
USA,mixamo,Software,venture,3167724.0
USA,mixbook,Curated Web,venture,1000000.0
USA,mixbook,Curated Web,venture,10000000.0
USA,mixed-media-labs,Software,venture,1953998.0
USA,mixed-media-labs,Software,venture,5000000.0
USA,mixercast,Curated Web,venture,6000000.0
USA,mixercast,Curated Web,venture,4100000.0
USA,mixercast,Curated Web,venture,2600000.0
USA,mixercast,Curated Web,venture,4250000.0
USA,mixify,Entertainment,venture,1800000.0
USA,mixpanel,Mobile Analytics,venture,10250000.0
USA,mixpanel,Mobile Analytics,venture,65000000.0
USA,mixpo,Advertising,venture,4000000.0
USA,mixpo,Advertising,venture,6500000.0
USA,mixx,Curated Web,venture,2000000.0
USA,mixx,Curated Web,venture,1500000.0
USA,miyowa,Social Media,venture,3855600.0
USA,miyowa,Social Media,venture,7870000.0
USA,mizzen-main,E-Commerce,venture,1200000.0
USA,mk-automotive,Local Businesses,venture,112100.0
USA,mktg,Advertising,venture,5000000.0
USA,mlevel,Software,venture,5000000.0
USA,mls-my-nest,Commercial Real Estate,venture,43750.0
USA,mlw-squared,Content,venture,2269232.0
USA,mlw-squared,Content,venture,3074400.0
USA,mm-local-foods,Local Businesses,venture,869964.0
USA,mm-local-foods,Local Businesses,venture,300003.0
USA,mmjk-inc,Entertainment Industry,venture,2802374.0
USA,mmjk-inc,Entertainment Industry,venture,350000.0
USA,mmrglobal,Health Care,venture,33859.0
USA,mnectar,Advertising,venture,1000000.0
USA,mnectar,Advertising,venture,8000000.0
USA,mnemosyne-pharmaceuticals,Biotechnology,venture,5400000.0
USA,mnemosyne-pharmaceuticals,Biotechnology,venture,6000000.0
USA,mo-dv,Mobile,venture,3579375.0
USA,moasis-2,Hospitality,venture,4387996.0
USA,moasis-global,Advertising,venture,240000.0
USA,moasis-global,Advertising,venture,225420.0
USA,moasis-global,Advertising,venture,100000.0
USA,moasis-global,Advertising,venture,239809.0
USA,moasis-global,Advertising,venture,317200.0
USA,moat,Advertising,venture,13000000.0
USA,mobcrush-2,Android,venture,11000000.0
USA,mobeam,Mobile,venture,4797534.0
USA,mobeam,Mobile,venture,1300000.0
USA,mobeam,Mobile,venture,400000.0
USA,mobeam,Mobile,venture,1918584.0
USA,mobeam,Mobile,venture,140000.0
USA,mobeam,Mobile,venture,1500000.0
USA,mobeam,Mobile,venture,4900000.0
USA,mobeam,Mobile,venture,494939.0
USA,mobeam,Mobile,venture,6200000.0
USA,mobeam,Mobile,venture,175000.0
USA,mobee,Analytics,venture,5000000.0
USA,mobi,Hardware + Software,venture,573000.0
USA,mobi,Hardware + Software,venture,585000.0
USA,mobi-tech,Mobile,venture,150000.0
USA,mobi-tech-international,Software,venture,150000.0
USA,mobi-wireless-management,Mobile,venture,35000000.0
USA,mobicious,Mobile,venture,4000000.0
USA,mobideos,Mobile,venture,500000.0
USA,mobidough,Software,venture,3549916.0
USA,mobiform-software-inc,Software,venture,19200.0
USA,mobifusion,Mobile,venture,3100000.0
USA,mobifusion,Mobile,venture,600000.0
USA,mobile-366,Internet,venture,8653237.0
USA,mobile-accord,E-Commerce,venture,6600000.0
USA,mobile-active-defense,Mobile,venture,180000.0
USA,mobile-armor,Security,venture,6000000.0
USA,mobile-armor,Security,venture,1000000.0
USA,mobile-armor,Security,venture,1500000.0
USA,mobile-authentication,Software,venture,3970000.0
USA,mobile-automation-2,Enterprise Software,venture,2500000.0
USA,mobile-automation-2,Enterprise Software,venture,2500000.0
USA,mobile-broadcast-network,News,venture,525000.0
USA,mobile-broadcast-network,News,venture,586200.0
USA,mobile-content-networks,Mobile,venture,10000000.0
USA,mobile-content-networks,Mobile,venture,6000000.0
USA,mobile-digital-media,Software,venture,2000000.0
USA,mobile-iron,Mobile,venture,19674696.0
USA,mobile-iron,Mobile,venture,40099568.0
USA,mobile-iron,Mobile,venture,17000000.0
USA,mobile-iron,Mobile,venture,59833258.0
USA,mobile-iron,Mobile,venture,10976725.0
USA,mobile-labs,Mobile,venture,2962730.0
USA,mobile-labs,Mobile,venture,7501113.0
USA,mobile-location-ip,Mobile,venture,18000000.0
USA,mobile-media-partners,Mobile,venture,500000.0
USA,mobile-media-partners,Mobile,venture,1000000.0
USA,mobile-media-partners,Mobile,venture,1065000.0
USA,mobile-on-services,Software,venture,115000.0
USA,mobile-posse,Advertising,venture,10000000.0
USA,mobile-posse,Advertising,venture,5000000.0
USA,mobile-pulse,Enterprises,venture,112500.0
USA,mobile-satellite-ventures,Mobile,venture,21300000.0
USA,mobile-xl,Emerging Markets,venture,280000.0
USA,mobileaccess-networks,Mobile,venture,7000000.0
USA,mobileaccess-networks,Mobile,venture,6000000.0
USA,mobileaccess-networks,Mobile,venture,11000000.0
USA,mobileaware,Internet,venture,6960000.0
USA,mobiledataforce,Enterprise Software,venture,1000000.0
USA,mobileday,Android,venture,1500000.0
USA,mobileday,Android,venture,1034001.0
USA,mobileday,Android,venture,6000000.0
USA,mobilehandshake,Computers,venture,270000.0
USA,mobileiron,Apps,venture,20000000.0
USA,mobileiron,Apps,venture,40000000.0
USA,mobileiron,Apps,venture,8800000.0
USA,mobileiron,Apps,venture,48000000.0
USA,mobileiron,Apps,venture,11000000.0
USA,mobileiron,Apps,venture,16000000.0
USA,mobilemd,Electronic Health Records,venture,4700000.0
USA,mobilengine,Enterprise Application,venture,5000000.0
USA,mobileroi,Artificial Intelligence,venture,5000000.0
USA,mobilerq,Big Data Analytics,venture,1200000.0
USA,mobilespaces,Cloud Computing,venture,8600000.0
USA,mobilespaces,Cloud Computing,venture,3000000.0
USA,mobilespan,Enterprise Software,venture,2300000.0
USA,mobileum,Mobile,venture,14000000.0
USA,mobilewalla,Big Data,venture,4000000.0
USA,mobileway-2,Wireless,venture,23000000.0
USA,mobileworks,Crowdsourcing,venture,6000000.0
USA,mobilio,Technology,venture,10000.0
USA,mobilisafe,Mobile,venture,1200000.0
USA,mobilitec,Software,venture,12100000.0
USA,mobilligy,Mobile,venture,2000000.0
USA,mobilygen,Semiconductors,venture,10000000.0
USA,mobimagic,Mobile Commerce,venture,10000.0
USA,mobiplex,Android,venture,1300000.0
USA,mobiplex,Android,venture,3100000.0
USA,mobiquity,Mobile,venture,5000000.0
USA,mobiquity,Mobile,venture,12000000.0
USA,mobiquity,Mobile,venture,5000000.0
USA,mobiquity,Mobile,venture,3000000.0
USA,mobiquity,Mobile,venture,5000000.0
USA,mobiquity-technologies,Software,venture,6428600.0
USA,mobiquity-technologies,Software,venture,2210000.0
USA,mobisante,Health Care,venture,4200000.0
USA,mobitrac,Software,venture,8300000.0
USA,mobitv,Games,venture,6300000.0
USA,mobitv,Games,venture,15000000.0
USA,mobitv,Games,venture,5000000.0
USA,mobitv,Games,venture,70000000.0
USA,mobitv,Games,venture,30000000.0
USA,mobius-microsystems,Hardware + Software,venture,10000000.0
USA,mobius-microsystems,Hardware + Software,venture,10220000.0
USA,mobius-therapeutics,Biotechnology,venture,5000000.0
USA,mobius-therapeutics,Biotechnology,venture,3500000.0
USA,mobiveil,Enterprise Software,venture,10000.0
USA,mobiveil,Enterprise Software,venture,125000.0
USA,mobiveil,Enterprise Software,venture,17188.0
USA,mobivity,App Marketing,venture,10917805.0
USA,mobiwork,Hardware + Software,venture,1500000.0
USA,mobixell,Mobile,venture,6000000.0
USA,mobixell,Mobile,venture,10000000.0
USA,mobixell,Mobile,venture,8000000.0
USA,moblyng,Games,venture,1000000.0
USA,moblyng,Games,venture,5700000.0
USA,moblyng,Games,venture,1530000.0
USA,moblyng,Games,venture,7500000.0
USA,moblyng,Games,venture,2650000.0
USA,moblyng,Games,venture,250000.0
USA,mobotap,Cloud Computing,venture,10000000.0
USA,mobovida,Internet,venture,1000000.0
USA,mobsoc-media,Mobile,venture,5000000.0
USA,moburst,Advertising,venture,500000.0
USA,mocacare,Designers,venture,4000000.0
USA,mocana,Cyber,venture,7000000.0
USA,mocana,Cyber,venture,14763004.0
USA,mocana,Cyber,venture,15000000.0
USA,mocana,Cyber,venture,25000000.0
USA,mocana,Cyber,venture,3500000.0
USA,mocapay,Software,venture,3250000.0
USA,mocapay,Software,venture,3000000.0
USA,mocavo,Families,venture,4100000.0
USA,mocavo,Families,venture,1000000.0
USA,mochila,Advertising,venture,1005120.0
USA,mochila,Advertising,venture,1508497.0
USA,mochila,Advertising,venture,603154.0
USA,mochila,Advertising,venture,8000000.0
USA,mochimedia,Advertising,venture,4000000.0
USA,mochimedia,Advertising,venture,10000000.0
USA,mocospace,Games,venture,4000000.0
USA,mocospace,Games,venture,3000000.0
USA,mocospace,Games,venture,3500000.0
USA,mod-systems,Software,venture,5550500.0
USA,moda-operandi,Fashion,venture,10000000.0
USA,moda-operandi,Fashion,venture,36000000.0
USA,moda-operandi,Fashion,venture,10806309.0
USA,moda-operandi,Fashion,venture,60000000.0
USA,moda-operandi,Fashion,venture,21607906.0
USA,modality,Hardware + Software,venture,687708.0
USA,modami,Software,venture,250000.0
USA,moddha-interactive,3D Technology,venture,1308000.0
USA,model-metrics,CRM,venture,2500000.0
USA,model-metrics,CRM,venture,3982605.0
USA,model-n,Software,venture,11000000.0
USA,modelinia,Curated Web,venture,5000000.0
USA,modern-guild,Education,venture,730000.0
USA,modern-meadow,Advanced Materials,venture,10000000.0
USA,modern-message,Internet Marketing,venture,170000.0
USA,moderna-therapeutics,Biotechnology,venture,25000000.0
USA,moderna-therapeutics,Biotechnology,venture,40000000.0
USA,modernizing-medicine,Health Care Information Technology,venture,38000000.0
USA,modernizing-medicine,Health Care Information Technology,venture,12000000.0
USA,modernizing-medicine,Health Care Information Technology,venture,15000000.0
USA,modernizing-medicine,Health Care Information Technology,venture,14000000.0
USA,modernizing-medicine,Health Care Information Technology,venture,7136000.0
USA,modewalk,E-Commerce,venture,1800000.0
USA,modiv-media,Public Relations,venture,1520000.0
USA,modiv-media,Public Relations,venture,8000000.0
USA,modiv-media,Public Relations,venture,2635342.0
USA,modo-labs,Android,venture,1000000.0
USA,modo-labs,Android,venture,4000000.0
USA,modopayments,Discounts,venture,2000000.0
USA,modria,Customer Support Tools,venture,5783042.0
USA,modria,Customer Support Tools,venture,5000000.0
USA,modular-robotics,Education,venture,3100000.0
USA,modular-robotics,Education,venture,3000000.0
USA,moduleq,Software,venture,2342026.0
USA,modulr,iPad,venture,335000.0
USA,modulus-financial-engineering,Brokers,venture,8450000.0
USA,modulus-video,Cable,venture,8500000.0
USA,modulus-video,Cable,venture,10000000.0
USA,modumetal,Manufacturing,venture,33500000.0
USA,modumetal,Manufacturing,venture,2416245.0
USA,modumetal,Manufacturing,venture,1680000.0
USA,modumetal,Manufacturing,venture,3610163.0
USA,modumetal,Manufacturing,venture,1000000.0
USA,modus-ediscovery,Legal,venture,10000000.0
USA,modus-group-llc,Mobile,venture,520000.0
USA,modustri,Developer APIs,venture,145000.0
USA,moerae-matrix,Biotechnology,venture,5534612.0
USA,mofuse,Mobile,venture,1200000.0
USA,mofuse,Mobile,venture,525000.0
USA,mog,Internet Radio Market,venture,1000000.0
USA,mog,Internet Radio Market,venture,5000000.0
USA,mog,Internet Radio Market,venture,3400000.0
USA,mog,Internet Radio Market,venture,2800000.0
USA,mog,Internet Radio Market,venture,9500000.0
USA,mogad,Facebook Applications,venture,500000.0
USA,mogl,Technology,venture,2400000.0
USA,mogl,Technology,venture,7936966.0
USA,mogl,Technology,venture,11000000.0
USA,mogl,Technology,venture,10500000.0
USA,mogl,Technology,venture,12000000.0
USA,moglue,Android,venture,225000.0
USA,mogo-design,E-Commerce,venture,400000.0
USA,mogreet,Advertising,venture,5000000.0
USA,mogreet,Advertising,venture,2788210.0
USA,mogreet,Advertising,venture,4100000.0
USA,mogreet,Advertising,venture,2100000.0
USA,moisture-mapper-international,Software,venture,50000.0
USA,mojave-networks,Cloud Security,venture,5000000.0
USA,mojiva,Advertising,venture,3000000.0
USA,mojiva,Advertising,venture,7000000.0
USA,mojiva,Advertising,venture,25000000.0
USA,mojiva,Advertising,venture,7000000.0
USA,mojix,Supply Chain Management,venture,16000000.0
USA,mojix,Supply Chain Management,venture,14000000.0
USA,mojix,Supply Chain Management,venture,50000000.0
USA,mojo-mobility,Mobile,venture,367500.0
USA,mojo-mobility,Mobile,venture,3396360.0
USA,mojo-motors,Automotive,venture,3000000.0
USA,mojo-motors,Automotive,venture,750000.0
USA,mojopages,Local Search,venture,5000000.0
USA,moka5,Enterprise Software,venture,15000000.0
USA,moka5,Enterprise Software,venture,16343647.0
USA,moka5,Enterprise Software,venture,21000000.0
USA,moka5,Enterprise Software,venture,23956365.0
USA,moka5,Enterprise Software,venture,15000000.0
USA,moka5,Enterprise Software,venture,3000000.0
USA,mokimobility,Cloud Computing,venture,9276878.0
USA,mokredit,Video Games,venture,1000000.0
USA,mokredit,Video Games,venture,1000000.0
USA,moksha8-pharmaceuticals,Biotechnology,venture,25071696.0
USA,moksha8-pharmaceuticals,Biotechnology,venture,30000000.0
USA,moksha8-pharmaceuticals,Biotechnology,venture,39000000.0
USA,molecular-biometrics,Biotechnology,venture,12500000.0
USA,molecular-biometrics,Biotechnology,venture,12000000.0
USA,molecular-detection,Biotechnology,venture,4700000.0
USA,molecular-detection,Biotechnology,venture,250000.0
USA,molecular-detection,Biotechnology,venture,1900000.0
USA,molecular-detection,Biotechnology,venture,1399590.0
USA,molecular-detection,Biotechnology,venture,1500000.0
USA,molecular-imaging-research,Biotechnology,venture,3500000.0
USA,molecular-imaging-research,Biotechnology,venture,1535000.0
USA,molecular-imaging-research,Biotechnology,venture,9900000.0
USA,molecular-imaging-research,Biotechnology,venture,7000000.0
USA,molecular-imprints,Hardware,venture,8500000.0
USA,molecular-imprints,Hardware,venture,18810000.0
USA,molecular-imprints,Hardware,venture,17000000.0
USA,molecular-sensing,Biotechnology,venture,1500000.0
USA,molecular-sensing,Biotechnology,venture,2670000.0
USA,molecular-sensing,Biotechnology,venture,450000.0
USA,molecular-templates,Biotechnology,venture,7000000.0
USA,molecular-templates,Biotechnology,venture,2500000.0
USA,molecular-templates,Biotechnology,venture,3500000.0
USA,molecular-templates,Biotechnology,venture,1409621.0
USA,molecular-templates,Biotechnology,venture,8500000.0
USA,molecularmd,Biotechnology,venture,6000000.0
USA,molecule-synth,Music,venture,70000.0
USA,moleculera-labs,Biotechnology,venture,1060000.0
USA,moleculera-labs,Biotechnology,venture,2958936.0
USA,moleculin,Biotechnology,venture,1165000.0
USA,moleculin,Biotechnology,venture,4490309.0
USA,moleculin,Biotechnology,venture,1527465.0
USA,moleculin,Biotechnology,venture,3184757.0
USA,moli,Curated Web,venture,29600000.0
USA,moli,Curated Web,venture,26000000.0
USA,molina-healthcare,Health Care,venture,3114157.0
USA,molio,Advertising,venture,3000000.0
USA,momelan-technologies,Health Care,venture,5000000.0
USA,moment-me,Curated Web,venture,1650000.0
USA,momenta-pharmaceuticals,Biotechnology,venture,20500000.0
USA,momenta-pharmaceuticals,Biotechnology,venture,19000000.0
USA,momentfeed,Advertising,venture,2737305.0
USA,momentfeed,Advertising,venture,5500000.0
USA,momentum-dynamics-corp,Clean Technology,venture,1005000.0
USA,momentum-dynamics-corp,Clean Technology,venture,340000.0
USA,momentum-funding,Finance,venture,30000000.0
USA,mommy-nearest,Social Media,venture,1500000.0
USA,mommy-nearest,Social Media,venture,1000000.0
USA,momo-networks,Education,venture,480000.0
USA,monet-mobile-networks,Telecommunications,venture,32000000.0
USA,monetate,Enterprise Software,venture,17347000.0
USA,monetate,Enterprise Software,venture,2000000.0
USA,monetate,Enterprise Software,venture,5100000.0
